"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","13","","BASIC","","BASIC","","TEST-INFER-FUNCTION-APPLICATION-TYPE.03",""
"failed","Thu Sep 12 02:28:23 GMT 2024","Thu Sep 12 02:28:23 GMT 2024","113","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","MODUSPONENSDTLTEST.04",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","3","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-XP.05",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","2","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.05",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-IMPORTS.01",""
"passed","Thu Sep 12 02:29:29 GMT 2024","Thu Sep 12 02:29:29 GMT 2024","2","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.21",""
"passed","Thu Sep 12 03:02:02 GMT 2024","Thu Sep 12 03:02:02 GMT 2024","2","","WALK-THRU","","WALK-THRU","","BCHAIN.04",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","common.EqualityTypeTest",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","3","","QUICK","","QUICK","","D2-HIGHERFUNC.23",""
"passed","Thu Sep 12 02:22:54 GMT 2024","Thu Sep 12 02:22:54 GMT 2024","2","","AI-SERVICE","","AI-SERVICE","","AI-SERVICE-COMPOSITION-EASY.05",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.01_lang_inc",""
"passed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","2","","CHECK-TYPES","","CHECK-TYPES","","E2-STATES.02",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN-COMP.05",""
"passed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","2","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.15",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","3","","SPACES","","SPACES","","ADD-REMOVE-MATCH-SYMBOLS.06",""
"failed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","75","","BASIC","","BASIC","","STATE-TYPES.18",""
"failed","Thu Sep 12 03:00:34 GMT 2024","Thu Sep 12 03:00:34 GMT 2024","52","","DIRECT-COMP","","DIRECT-COMP","","DEFINE-IF-LIKE.01",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","57","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.74",""
"failed","Thu Sep 12 02:28:23 GMT 2024","Thu Sep 12 02:28:23 GMT 2024","41","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","IMPLICATIONDIRECTINTRODUCTIONDTLTEST.04",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.03",""
"passed","Thu Sep 12 02:22:54 GMT 2024","Thu Sep 12 02:22:54 GMT 2024","2","","AI-SERVICE","","AI-SERVICE","","AI-SERVICE-COMPOSITION-SANITY.02",""
"passed","Thu Sep 12 02:30:06 GMT 2024","Thu Sep 12 02:30:06 GMT 2024","2","","FORMULA","","FORMULA","","DEDUCTIONFORMULATEST.11",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN.05",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.04",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","4","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","TESTS0.02",""
"passed","Thu Sep 12 02:17:41 GMT 2024","Thu Sep 12 02:17:41 GMT 2024","159","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","INF-ORDER-PROBS.01",""
"passed","Thu Sep 12 02:30:06 GMT 2024","Thu Sep 12 02:30:06 GMT 2024","2","","FORMULA","","FORMULA","","DEDUCTIONFORMULATEST.07",""
"failed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","268","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-CASE-TEST.03",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","4","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","SEALED-TEST.10",""
"passed","Thu Sep 12 02:28:23 GMT 2024","Thu Sep 12 02:28:23 GMT 2024","2","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","SUPPORTRULEEXP.02",""
"failed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","234","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-UNIFY-TEST.08",""
"passed","Thu Sep 12 02:28:23 GMT 2024","Thu Sep 12 02:28:23 GMT 2024","228","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","DEDUCTIONIMPLICATIONDIRECTINTRODUCTIONDTLTEST.04",""
"passed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","143","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-LET-TEST.09",""
"passed","Thu Sep 12 03:00:34 GMT 2024","Thu Sep 12 03:00:34 GMT 2024","3","","DIRECT-COMP","","DIRECT-COMP","","00A-LANG-COMPILED-CASE.01",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","1","","QUICK","","QUICK","","D4-TYPE-PROP.08",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.10",""
"failed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","18","","BASIC","","BASIC","","TEST-INFER-FUNCTION-APPLICATION-TYPE.02",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","IS-SPACE.02",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","3","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.01",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","backward-chaining.bc-xp",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:36 GMT 2024","1057","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.28",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","76","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.57",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","3","","SPACES","","SPACES","","ADD-REMOVE-MATCH-S-STRINGS.16",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","7","","SICP-BOOK","","SICP-BOOK","","CHAPTER-1-2.01",""
"passed","Thu Sep 12 03:16:45 GMT 2024","Thu Sep 12 03:16:45 GMT 2024","2","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT.11",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","3","","SICP-BOOK","","SICP-BOOK","","CHAPTER-1-2.02",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","3","","QUICK","","QUICK","","D2-HIGHERFUNC.15",""
"failed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","34","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.58",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b4_nondeterm",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","spaces.add-remove-match-s-strings",""
"failed","Thu Sep 12 02:38:23 GMT 2024","Thu Sep 12 02:38:23 GMT 2024","93","","SUBTYPING","","SUBTYPING","","SUBTYPING-TEST.05",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","2","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IFC-XP.10",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","INTERSECTION-TESTS.13",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.11",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-INTEGER.15",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","4","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.35",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","F1-MODULEA.02",""
"failed","Thu Sep 12 02:32:28 GMT 2024","Thu Sep 12 02:32:28 GMT 2024","219","","HOL","","HOL","","NATTEST.06",""
"passed","Thu Sep 12 03:05:17 GMT 2024","Thu Sep 12 03:05:17 GMT 2024","3","","DEBUGGING","","DEBUGGING","","HYPERON-EXPERIMENTAL-ISSUE-516-REDDUCED.02",""
"passed","Thu Sep 12 02:29:29 GMT 2024","Thu Sep 12 02:29:29 GMT 2024","3","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.23",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","17","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.27",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","11","","QUICK","","QUICK","","C1-GROUNDED-BASIC.23",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","B5-TYPES-PRELIM.21",""
"passed","Thu Sep 12 02:29:44 GMT 2024","Thu Sep 12 02:29:44 GMT 2024","2","","COMMON","","COMMON","","LISTTEST.18",""
"passed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","2","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.65",""
"passed","Thu Sep 12 02:32:28 GMT 2024","Thu Sep 12 02:32:28 GMT 2024","3","","HOL","","HOL","","NATSTANDALONETEST.05",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","graphml.graphml_csv_test",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","common.MaybeTest",""
"passed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","2","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.39",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","2","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","SEQUENTIAL-NESTED.07",""
"passed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","2","","EXPERIMENTS","","EXPERIMENTS","","UNIFY-VIA-LET.04",""
"passed","Thu Sep 12 01:59:59 GMT 2024","Thu Sep 12 01:59:59 GMT 2024","2","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS5.06",""
"passed","Thu Sep 12 02:29:29 GMT 2024","Thu Sep 12 02:29:29 GMT 2024","2","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.07",""
"failed","Thu Sep 12 03:04:55 GMT 2024","Thu Sep 12 03:04:55 GMT 2024","15","","BIDIRECTIONAL-COMPUTATION","","BIDIRECTIONAL-COMPUTATION","","REVERSE-ARITHMETIC.02",""
"failed","Thu Sep 12 03:16:45 GMT 2024","Thu Sep 12 03:16:45 GMT 2024","67","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT-1.02",""
"passed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","3","","EXPERIMENTS","","EXPERIMENTS","","UNIFY-VIA-CASE.02",""
"failed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","167","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-UNIFY-TEST.06",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","2","","CHAINING","","CHAINING","","TYPE-PROP.07",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","red-black-lambda.lambda-theory",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","C1-GROUNDED-BASIC.03",""
"passed","Thu Sep 12 01:49:43 GMT 2024","Thu Sep 12 01:49:43 GMT 2024","2","","MODULE-SYSTEM","","MODULE-SYSTEM","","F1-MODULEA.07",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","orientation.orientation-test",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","2","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.12",""
"passed","Thu Sep 12 02:21:12 GMT 2024","Thu Sep 12 02:21:12 GMT 2024","3","","STACK-BASED","","STACK-BASED","","REWRITES.01",""
"failed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","66","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.07",""
"passed","Thu Sep 12 02:52:44 GMT 2024","Thu Sep 12 02:52:44 GMT 2024","2","","NEW","","NEW","","TESTS0.03",""
"passed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","1","","BASIC","","BASIC","","KEY-LOOKUPS-MANY.05",""
"passed","Thu Sep 12 02:32:13 GMT 2024","Thu Sep 12 02:32:13 GMT 2024","3","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-TEST.07",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","D4-TYPE-PROP.05",""
"passed","Thu Sep 12 02:22:43 GMT 2024","Thu Sep 12 02:22:43 GMT 2024","2","","TRAVERSER","","TRAVERSER","","BASIC.08",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","9","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.13",""
"passed","Thu Sep 12 02:17:41 GMT 2024","Thu Sep 12 02:17:41 GMT 2024","2","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","PROB-DEP-TYPES.04",""
"passed","Thu Sep 12 02:25:12 GMT 2024","Thu Sep 12 02:25:12 GMT 2024","1","","PLN","","PLN","","CURRIED-CHAINER.02",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","2","","CHAINING","","CHAINING","","TYPES-PRELIM.17",""
"failed","Thu Sep 12 02:32:28 GMT 2024","Thu Sep 12 02:32:28 GMT 2024","135","","HOL","","HOL","","NATTEST.01",""
"passed","Thu Sep 12 02:31:53 GMT 2024","Thu Sep 12 02:31:53 GMT 2024","3","","ENTAIL","","ENTAIL","","IMPLICATIONDIRECTINTRODUCTIONENTAILTEST.05",""
"passed","Thu Sep 12 02:30:06 GMT 2024","Thu Sep 12 02:30:06 GMT 2024","2","","FORMULA","","FORMULA","","DEDUCTIONFORMULATEST.04",""
"passed","Thu Sep 12 02:29:44 GMT 2024","Thu Sep 12 02:29:44 GMT 2024","2","","COMMON","","COMMON","","NUMTEST.06",""
"passed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","1","","BASIC","","BASIC","","HYPERPOSING.02",""
"passed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","1","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.66",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","3","","SPACES","","SPACES","","ADD-REMOVE-MATCH-SYMBOLS.01",""
"passed","Thu Sep 12 01:49:43 GMT 2024","Thu Sep 12 01:49:43 GMT 2024","1","","MODULE-SYSTEM","","MODULE-SYSTEM","","F1-IMPORTS.10",""
"passed","Thu Sep 12 03:00:34 GMT 2024","Thu Sep 12 03:00:34 GMT 2024","2","","DIRECT-COMP","","DIRECT-COMP","","00A-LANG-COMPILED-CASE.06",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.02-curried-plus",""
"passed","Thu Sep 12 02:29:44 GMT 2024","Thu Sep 12 02:29:44 GMT 2024","2","","COMMON","","COMMON","","ORDEREDSETTEST.08",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","C1-GROUNDED-BASIC.09",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","2","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","AND-OR.01",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","1","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.31",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","transpiler.let_superpose_list",""
"failed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","388","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.33",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","15","","QUICK","","QUICK","","D1-GADT.05",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-SYMBOLS.09",""
"passed","Thu Sep 12 02:22:54 GMT 2024","Thu Sep 12 02:22:54 GMT 2024","2","","AI-SERVICE","","AI-SERVICE","","AI-SERVICE-COMPOSITION-SANITY.01",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","00-LANG-CASE.15",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","experiments.non-determinism",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","SPACE-INTERSECTION-TESTS.15",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.28",""
"passed","Thu Sep 12 03:08:14 GMT 2024","Thu Sep 12 03:08:14 GMT 2024","3","","MULTIDIRECTIONAL","","MULTIDIRECTIONAL","","OBIF-EASY.02",""
"passed","Thu Sep 12 03:06:23 GMT 2024","Thu Sep 12 03:06:23 GMT 2024","3","","DISTRIBUTED-PROCESSING","","DISTRIBUTED-PROCESSING","","CREATE-SERVER.01",""
"failed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","53","","CHECK-TYPES","","CHECK-TYPES","","D5-AUTO-TYPES.03",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","3","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.11",""
"passed","Thu Sep 12 02:39:17 GMT 2024","Thu Sep 12 02:39:17 GMT 2024","3","","ORIENTATION","","ORIENTATION","","ORIENTATION-TEST.01",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","662","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.24",""
"passed","Thu Sep 12 02:52:44 GMT 2024","Thu Sep 12 02:52:44 GMT 2024","116","","NEW","","NEW","","TESTS0.01",""
"passed","Thu Sep 12 02:32:28 GMT 2024","Thu Sep 12 02:32:28 GMT 2024","2","","HOL","","HOL","","NATPARITYTEST.06",""
"failed","Thu Sep 12 02:32:22 GMT 2024","Thu Sep 12 02:32:22 GMT 2024","39","","FORWARD-CHAINING","","FORWARD-CHAINING","","FC-XP.21",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","2","","SICP-BOOK","","SICP-BOOK","","CHAPTER-1-1.14",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.13",""
"failed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:50:27 GMT 2024","40000","","WHOLE-TESTS","","WHOLE-TESTS","","parallelism.builtins",""
"passed","Thu Sep 12 02:17:04 GMT 2024","Thu Sep 12 02:17:04 GMT 2024","2","","LOGIC","","LOGIC","","ALL-ANY.02",""
"failed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","86","","BASIC","","BASIC","","STATE-TYPES.19",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","60","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.43",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.01",""
"passed","Thu Sep 12 03:22:52 GMT 2024","Thu Sep 12 03:22:53 GMT 2024","1196","","LANGUAGE-MODELS","","LANGUAGE-MODELS","","TRAINING.01",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","4","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.41",""
"failed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","67","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","E2-STATES.07",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","2","","SICP-BOOK","","SICP-BOOK","","CHAPTER-1-1.08",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","2","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-XP.10",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","55","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.06",""
"passed","Thu Sep 12 02:32:13 GMT 2024","Thu Sep 12 02:32:13 GMT 2024","2","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-XP.14",""
"passed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","2","","BASIC","","BASIC","","KEY-LOOKUPS-MANY.13",""
"failed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","242","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-CASE-TEST.10",""
"failed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","64","","CHAINING","","CHAINING","","TYPES-PRELIM.21",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","480","","CHAINING","","CHAINING","","PARENT-GO-COMP.01",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","2","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","MATCH-SUPERPOSED-SPACES.03",""
"passed","Thu Sep 12 02:29:44 GMT 2024","Thu Sep 12 02:29:44 GMT 2024","2","","COMMON","","COMMON","","ORDEREDSETTEST.06",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","2","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.01",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","2","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.02",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","INTERSECTION-TESTS.24",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.let_superpose_if_case",""
